,vintage,age,dependents,city,customer_nw_category,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,gender_cat,occupation_cat,branch_code_cat
179,1389,28,0.0,318.0,2,135.0,10725.2,17510.91,20106.09,18523.31,0.51,0.51,6786.23,7719.09,14074.95,21041.14,0,0,3,1173
180,2180,49,0.0,1388.0,3,18.0,665.33,2416.37,2125.49,7863.94,75.29,3.67,753.06,547.51,1126.12,2683.18,0,0,2,1172
181,4115,45,2.0,443.0,2,31.0,4617.63,15609.03,5029.12,6187.27,0.7,5296.27,14565.88,8571.15,1405.35,11894.71,0,1,3,71
182,689,43,0.0,491.0,2,13.0,4481.2,4124.06,4041.74,3288.76,357.19,285.76,0.04,0.04,4296.47,4059.54,0,0,3,372
183,1418,30,0.0,1271.0,3,31.0,2683.0,2683.0,3117.21,3075.15,0.6,0.6,0.6,1258.53,2683.0,2966.6,0,0,3,1458
184,6669,90,0.0,905.0,3,31.0,1841.96,1841.96,1841.96,1830.29,0.49,0.49,0.49,0.49,1841.96,1841.96,0,1,3,33
185,2008,36,0.0,1598.0,3,25.0,2947.01,2832.76,2761.75,2198.01,185.76,185.76,0.04,0.04,2931.25,2796.82,0,0,3,1258
186,6113,67,0.0,834.0,1,21.0,1433.48,2676.86,3257.2,234.88,3133.6,0.16,7671.59,34386.43,2034.36,7488.54,1,1,3,39
187,4613,65,0.0,1597.0,2,149.0,5823.36,5823.36,5823.36,3858.03,0.11,0.11,0.11,0.11,5823.36,5823.36,0,1,3,157
188,1164,90,0.0,575.0,3,6.0,4178.06,3908.06,3969.39,3119.8,698.61,270.04,428.61,209.77,4140.81,3954.4,0,1,3,561
190,2982,42,0.0,575.0,2,286.0,2191.51,2134.96,2167.66,3603.36,0.11,0.11,45.67,160.15,2171.26,2233.05,0,1,2,1481
191,3394,38,0.0,1232.0,3,11.0,1756.94,729.06,1451.46,1484.59,671.64,3158.56,528.79,4828.79,1929.45,1079.07,0,0,3,136
192,3005,75,0.0,834.0,2,21.0,1433.21,12861.78,8923.09,3562.58,2857.4,1428.83,14285.97,0.26,5177.05,12248.88,1,0,3,17
193,3143,32,0.0,1084.0,3,0.0,2076.81,3492.14,2509.94,2976.42,2870.64,8573.46,3837.13,7201.73,3256.18,2541.57,0,1,2,746
194,1140,61,0.0,413.0,3,3.0,3731.2,3759.77,3768.27,2838.67,286.3,0.59,286.3,0.59,3712.97,3779.59,0,1,3,680
195,1321,55,0.0,569.0,2,0.0,7110.16,8816.34,7008.65,2727.1,823.37,1020.09,2627.2,2742.04,7493.78,9016.52,0,1,2,1401
196,5978,64,0.0,1589.0,3,137.0,2479.97,2475.07,2477.79,1496.7,0.07,0.07,0.07,0.07,2477.6,2475.07,1,1,1,32
197,802,52,0.0,1492.0,3,341.0,1464.17,2297.93,2173.34,3646.72,0.26,0.26,834.01,0.26,1924.17,2297.93,0,0,3,2192
198,984,41,0.0,1412.0,2,49.0,3975.23,4675.23,4473.45,4053.59,0.11,714.4,700.11,712.97,4071.78,4674.76,0,1,3,1902
199,768,28,0.0,1179.0,3,168.0,278.57,538.71,2486.48,1130.89,0.64,0.64,246.5,3103.64,351.71,1797.82,1,0,2,2441
200,404,3,0.0,575.0,1,200.0,4163.26,4163.26,4163.26,2962.35,0.07,0.07,0.07,0.07,4163.26,4163.26,0,0,4,561
201,2576,69,0.0,1020.0,2,31.0,13701.91,14132.62,14208.42,14698.41,0.2,0.2,430.91,285.91,13954.4,14197.14,0,0,3,15
202,4153,35,1.0,1020.0,3,23.0,1983.16,1808.79,2192.14,2575.07,364.64,929.19,190.27,1219.36,1978.02,2137.75,0,0,3,146
203,5457,49,1.0,1135.0,1,108.0,16120.07,16870.36,17768.49,34062.56,0.13,0.13,750.42,1778.94,16418.29,17914.24,0,0,3,105
204,1615,28,0.0,1096.0,2,10.0,5243.46,3979.6,3492.42,7755.83,2624.97,187.31,2627.27,1228.99,4027.07,2832.07,1,1,2,458
205,510,55,0.0,1177.0,3,31.0,1738.95,1738.95,1738.95,1823.69,0.13,0.13,0.13,0.13,1738.95,1738.95,0,0,2,286
206,1222,42,0.0,334.0,2,308.0,6689.29,6689.29,7210.03,9139.33,0.19,0.19,0.19,1000.19,6689.29,7251.51,0,0,3,786
207,5514,45,2.0,180.0,2,18.0,5315.57,1558.28,2441.2,3700.04,286.0,0.29,46.0,418.07,2460.67,2149.19,0,1,3,174
208,2021,45,0.0,146.0,3,38.0,2764.84,2764.84,2408.47,2089.34,0.21,643.07,0.21,0.21,2764.84,2412.31,0,1,2,927
209,2727,39,0.0,491.0,3,13.0,2205.39,1553.56,1978.55,2245.55,857.7,0.56,0.56,182.04,1932.26,1647.77,0,1,3,559
210,2382,38,0.0,1449.0,3,227.0,1595.33,1829.17,1878.16,6504.23,0.17,0.17,234.01,234.01,1651.77,1874.43,0,0,3,553
211,2099,69,0.0,833.0,3,55.0,7579.44,7579.44,12496.95,17724.29,0.59,143.44,0.59,7429.16,7579.44,12233.82,0,0,3,1070
212,2529,30,0.0,61.0,2,68.0,3843.06,3843.06,3758.58,3063.16,0.47,0.47,0.47,0.47,3843.06,3843.06,1,0,3,451
213,2882,59,1.0,904.0,3,102.0,5532.14,5532.14,5532.14,5190.04,0.43,0.43,0.43,0.43,5532.14,5532.14,0,1,2,273
214,2628,21,0.0,694.0,2,3.0,2818.51,1849.65,1740.18,684.95,2142.97,4072.69,0.11,2142.97,1191.69,1575.02,0,0,4,32
215,1991,28,0.0,878.0,2,11.0,900.93,2903.99,3001.2,3833.88,1429.5,0.11,4803.15,737.07,1947.52,3404.93,1,1,4,1476
216,1739,60,0.0,834.0,3,109.0,3486.24,3950.77,3882.94,2708.24,0.44,0.44,768.0,493.11,3976.3,3816.25,0,0,2,1029
217,4134,43,3.0,491.0,1,9.0,1053.65,2594.81,10506.18,41495.39,12175.54,15032.69,9077.87,11865.1,12882.48,1748.11,1,1,2,372
218,1281,42,0.0,432.0,2,31.0,2399.45,2399.45,2426.21,3253.18,0.41,0.41,0.41,0.41,2399.45,2399.45,0,1,2,1705
219,2090,31,0.0,409.0,2,31.0,6251.19,6251.19,6251.19,6211.59,0.47,0.47,0.47,0.47,6251.19,6251.19,0,0,4,250
220,3140,56,0.0,1618.0,1,76.0,4142.83,4428.54,4387.39,4309.24,0.01,0.01,285.73,0.01,4379.28,4428.54,0,1,3,50
221,4000,33,0.0,1076.0,2,6.0,1700.94,1529.51,1747.81,4851.23,214.41,0.13,0.13,0.13,1545.77,1533.59,0,0,3,63
222,3177,66,0.0,409.0,3,118.0,3102.16,3102.16,3102.16,3097.71,0.23,0.23,0.23,0.23,3102.16,3102.16,0,0,3,270
223,1963,70,0.0,334.0,2,17.0,18187.37,18029.1,13674.01,5597.49,176.14,0.29,0.29,706.89,18127.34,14128.74,0,1,1,1616
224,962,44,0.0,1163.0,3,357.0,2163.68,2163.68,2166.76,2283.85,0.47,0.47,0.47,0.47,2163.68,2163.68,1,1,2,1546
225,1191,42,0.0,914.0,3,26.0,390.24,1979.52,4412.93,187.51,1214.87,757.73,798.13,36334.91,616.84,12409.91,1,1,3,2081
226,1254,23,0.0,1232.0,3,31.0,6011.64,6011.64,6011.64,5966.95,0.46,0.46,0.46,0.46,6011.64,6011.64,0,1,4,1552
227,5026,45,0.0,409.0,2,72.0,2471.72,2471.72,2252.98,1057.72,0.29,0.29,0.29,0.29,2471.72,2471.72,0,1,2,145
228,1496,70,0.0,1585.0,3,60.0,9056.51,9068.66,9418.67,11429.36,0.13,0.13,0.13,5142.99,9064.47,10403.14,0,1,1,2289
229,1504,67,0.0,413.0,2,35.0,3896.99,4111.28,3106.71,2968.24,0.31,1798.37,0.31,0.31,4000.44,2697.7,0,1,1,680
230,1031,33,0.0,409.0,3,17.0,3221.37,2957.97,3164.92,2059.79,4549.65,214.66,0.37,0.37,4156.0,2771.34,0,0,3,1186
231,725,40,1.0,1020.0,2,13.0,261.77,569.81,4175.7,237.88,7185.24,28016.39,6700.1,13650.1,2725.74,9419.45,1,1,3,386
233,5887,58,0.0,996.0,3,126.0,2288.18,2291.46,2291.23,2191.13,0.06,0.06,0.06,0.06,2290.78,2291.46,0,0,3,1008
234,1490,90,0.0,1020.0,2,21.0,12827.71,751.24,3547.03,1577.53,11748.99,693.26,308.81,1523.54,9824.97,180.84,0,1,3,2053
235,7563,77,0.0,1020.0,2,341.0,8263.48,8953.48,8731.41,8887.9,0.16,0.16,690.16,0.16,8287.27,8953.48,0,1,1,1
236,933,42,0.0,318.0,2,103.0,2695.29,3138.74,3284.33,934.02,0.1,0.1,428.67,0.1,2852.44,3138.74,1,1,3,195
237,1522,59,0.0,491.0,2,102.0,563.65,6990.04,5886.99,4504.87,0.06,0.06,6428.63,11.54,3666.73,6996.86,0,1,2,635
238,1838,37,2.0,623.0,3,11.0,3182.99,1339.27,1717.42,1839.64,3614.99,0.7,4364.14,14.99,2449.58,1609.81,0,1,2,448
239,611,29,0.0,681.0,2,38.0,1773.22,2487.5,1710.07,988.3,0.13,1471.56,714.41,0.13,2044.15,2132.2,0,1,3,2802
240,460,49,0.0,146.0,2,308.0,5873.4,5873.4,5873.4,5841.34,0.5,0.5,0.5,0.5,5873.4,5873.4,0,1,3,73
241,2775,45,0.0,146.0,3,9.0,2766.59,3381.74,3139.02,3388.41,0.72,0.99,641.06,1245.28,2992.14,3108.12,0,0,3,330
242,2339,64,2.0,334.0,2,60.0,5003.27,5020.15,3591.72,2344.87,0.26,0.26,163.3,239.05,5021.39,3386.63,0,1,1,612
243,5054,49,0.0,539.0,2,24.0,18610.35,13534.95,20902.98,50516.66,10943.97,31586.83,1606.27,24063.9,21840.1,20067.54,0,1,2,58
244,3786,47,1.0,905.0,2,25.0,5382.59,5333.47,5357.48,5565.15,214.97,386.4,82.66,92.1,5431.81,5370.52,0,1,3,2137
246,2741,18,0.0,146.0,1,4.0,5954.78,1631.76,2322.0,2961.16,4785.4,0.21,0.21,0.21,2434.28,1634.13,0,0,4,484
247,2291,60,0.0,906.0,3,200.0,3840.8,4426.51,4090.69,2160.78,0.24,0.24,571.67,0.24,4318.14,4430.66,0,0,1,1455
248,4234,39,3.0,1020.0,3,11.0,1933.12,533.94,8259.56,3932.23,357.83,779.26,728.44,5611.23,1818.61,2881.55,1,1,3,46
250,5816,64,0.0,834.0,2,3.0,27118.65,5119.46,6314.91,22813.98,57703.29,712.86,14601.03,630.07,9918.97,4715.81,0,0,3,13
251,1869,41,0.0,1525.0,3,149.0,1691.27,1776.98,1718.87,984.21,0.1,0.1,0.1,0.1,1697.18,1782.51,0,0,3,297
252,3822,50,0.0,1020.0,2,258.0,1503.34,1503.34,1503.34,1609.2,0.44,0.44,0.44,0.44,1503.34,1503.34,0,1,3,194
253,6069,38,0.0,1020.0,2,31.0,1689.22,1527.79,1548.04,1848.21,0.07,0.07,0.07,0.07,1592.47,1527.79,0,1,3,15
254,2035,53,0.0,409.0,2,9.0,7811.02,3750.43,4114.98,3991.58,7115.53,0.01,3054.94,0.01,4825.89,3748.89,1,0,3,832
255,824,54,0.0,334.0,2,124.0,5664.38,6450.09,8411.48,6475.6,0.03,0.03,728.6,1571.46,6090.48,7417.83,1,0,3,614
256,5120,77,0.0,1020.0,1,62.0,1828.39,1828.39,1810.27,1724.1,0.27,0.27,0.27,0.27,1828.39,1828.39,0,0,3,4
257,452,63,0.0,694.0,3,100.0,2684.38,2679.46,2890.48,3162.33,0.36,0.36,214.03,376.2,2799.87,2762.71,0,1,3,1214
258,7095,63,0.0,1020.0,3,56.0,1964.42,4672.32,4234.68,4445.53,0.34,214.63,44.13,204.19,2384.68,4895.2,1,1,1,468
259,922,15,0.0,1181.0,2,31.0,3313.3,3313.3,3313.37,3295.25,0.57,0.57,0.57,0.57,3313.3,3313.3,0,1,4,216
260,784,28,0.0,1271.0,2,89.0,430.31,2576.68,2469.82,2643.69,0.67,0.67,4.19,700.67,1024.16,3118.61,1,0,3,354
261,800,60,0.0,563.0,3,18.0,2085.46,1304.75,1717.29,1027.73,2857.39,0.24,428.81,857.39,2669.72,1276.36,0,1,2,2461
262,1201,39,0.0,146.0,1,31.0,4093.32,7162.03,5666.34,4008.97,0.53,3.72,2170.67,1291.23,5559.46,7858.88,1,0,3,73
263,4840,61,0.0,409.0,2,91.0,7506.81,7534.58,7766.3,3174.01,0.23,0.23,0.23,357.37,7514.54,7577.99,0,1,2,1141
264,4273,90,0.0,1315.0,2,0.0,21608.91,8360.0,8537.13,11464.28,260.11,1421.29,1296.91,2071.64,7680.41,8482.44,0,1,1,228
265,2659,53,2.0,1178.0,3,149.0,2918.97,2918.97,2918.97,2682.14,0.03,0.03,0.03,0.03,2918.97,2918.97,0,1,3,487
266,1421,31,0.0,1477.0,3,30.0,1031.8,5171.8,4903.77,6518.16,0.59,1714.87,4140.59,1272.01,3049.64,4127.56,0,1,3,2232
267,2536,32,0.0,1020.0,1,146.0,1069.08,1606.15,3096.84,1614.17,0.5,0.5,537.57,4400.5,1095.67,2101.07,1,1,2,209
268,271,24,0.0,540.0,3,250.0,144.75,5073.32,3657.07,5591.02,0.51,0.51,4929.09,0.51,824.56,5073.32,1,1,3,1730
269,1629,23,0.0,834.0,2,44.0,4287.7,4896.61,2840.36,635.42,0.5,4292.14,76.21,143.36,4579.2,2689.6,0,1,2,201
270,1013,32,1.0,623.0,2,11.0,10678.88,1216.36,2314.33,853.4,11128.9,343.39,1850.94,462.44,4900.27,1225.04,0,1,2,77
271,1208,55,2.0,139.0,3,41.0,1565.69,1896.58,1675.83,2044.76,0.06,371.49,368.56,368.56,1602.33,1728.46,0,1,3,582
272,4808,60,1.0,1232.0,2,151.0,9178.6,9189.64,9197.47,9091.53,0.5,0.5,11.54,11.67,9186.21,9196.49,0,1,2,51
273,4490,49,0.0,1232.0,3,27.0,1216.68,857.4,4522.04,8385.71,114.53,0.24,0.24,11666.67,1018.68,1246.89,1,1,2,38
274,1658,37,0.0,575.0,2,123.0,3431.4,3439.36,3454.0,3528.8,0.67,0.67,0.67,29.24,3447.13,3442.39,0,0,3,460
275,1221,44,0.0,146.0,2,7.0,3649.25,324.25,1994.69,2015.99,2914.83,2343.46,8875.54,2591.32,3696.2,763.2,0,1,3,1094
276,4345,69,0.0,649.0,1,0.0,1361.62,3597.32,3443.74,1688.58,1361.7,0.03,14285.82,0.03,3153.96,3590.63,0,0,3,267
277,463,33,0.0,551.0,3,53.0,31851.55,43308.69,24487.59,537.34,0.26,43214.54,11428.83,357.4,37963.37,35016.52,0,0,3,506
278,2732,36,0.0,649.0,2,85.0,12600.99,4295.2,4799.81,13497.59,0.47,0.47,1595.63,2270.74,3805.96,3848.3,0,1,2,509
279,3247,29,0.0,146.0,2,17.0,6504.13,6676.65,6773.08,6659.52,893.81,0.39,1066.34,143.24,6713.97,6786.54,0,1,4,473
280,4021,44,1.0,664.0,3,117.0,5342.3,6085.16,6573.78,5786.49,0.1,0.1,700.1,1428.67,5857.82,6501.66,0,1,3,389
281,202,54,0.0,1034.0,3,90.0,1490.51,2726.94,3079.11,4933.8,0.03,0.03,1236.46,1142.89,1757.77,3473.49,0,0,3,1068
282,1458,33,0.0,409.0,3,49.0,49.98,49.98,3722.6,674.67,0.49,18589.0,0.49,18571.91,49.98,10228.8,0,0,2,1202
283,2907,62,2.0,1020.0,2,11.0,10530.02,10978.32,11837.45,18237.3,0.92,1.37,448.44,1620.78,10596.47,11256.39,1,1,3,334
284,1941,47,3.0,409.0,2,7.0,20638.15,12304.49,13979.01,10748.44,8.03,0.1,245.8,130.01,18797.3,12362.87,0,1,3,1021
285,1167,60,0.0,294.0,3,48.0,2393.6,2479.32,2165.37,1267.19,0.6,100.6,172.03,0.6,2417.25,2443.83,0,1,3,348
286,590,42,0.0,409.0,2,350.0,1445.26,1445.26,1445.31,1435.22,0.61,0.61,0.61,0.61,1445.26,1445.26,0,0,3,554
287,1368,53,0.0,1020.0,1,25.0,2047.77,1612.13,4301.39,5436.26,316.29,1214.86,66.36,5714.86,1996.37,4680.7,1,0,3,909
288,2139,46,0.0,1020.0,1,25.0,821.18,664.04,1604.09,909.56,1943.26,212.21,1428.97,643.26,1469.95,1281.84,0,0,2,102
289,2473,31,0.0,146.0,3,115.0,935.82,935.82,2544.67,3317.51,0.27,0.27,0.27,2187.44,935.82,2677.09,1,1,3,1064
290,5255,75,0.0,834.0,2,29.0,4151.56,4151.56,3683.24,3406.56,0.01,834.06,0.01,142.87,4151.56,3580.64,0,1,1,95
291,2353,56,2.0,454.0,2,10.0,2653.58,3786.8,1708.19,602.99,286.0,10576.53,3491.83,8079.22,1987.57,2731.56,1,1,3,1273
292,883,6,0.0,1020.0,2,31.0,3127.64,3056.21,2641.46,1490.73,0.4,0.4,0.4,0.4,3127.64,3056.21,1,0,4,31
293,1256,24,0.0,575.0,2,88.0,5834.67,5870.38,5745.66,299.47,0.57,0.57,36.29,0.57,5855.6,5870.38,0,1,2,2
294,5879,66,0.0,1568.0,2,97.0,17736.13,17736.13,18218.47,19805.85,0.3,0.3,0.3,0.3,17736.13,17736.13,0,1,3,843
295,5274,70,0.0,1020.0,1,319.0,3075.61,3075.61,3075.61,3056.59,0.49,0.49,0.49,0.49,3075.61,3075.61,0,1,3,13
296,5675,52,0.0,221.0,3,31.0,2653.6,2645.49,2658.08,2643.43,0.57,0.57,0.57,0.57,2648.69,2644.88,0,1,2,66
297,672,40,0.0,156.0,3,299.0,5860.13,5860.13,5853.52,5757.95,0.6,0.6,0.6,0.6,5860.13,5860.13,0,0,3,2504
298,545,34,0.0,102.0,2,307.0,6138.46,6491.04,6305.66,4474.17,0.43,0.43,353.01,0.43,6211.4,6491.04,0,1,2,742
299,2929,35,0.0,1020.0,2,79.0,233.48,2077.59,1848.09,1959.74,0.19,0.19,1844.29,447.58,1250.92,2195.91,0,0,2,11
300,2201,60,0.0,1232.0,1,46.0,11053.83,12705.41,7659.75,2062.16,0.06,7857.2,1992.63,4285.77,11354.78,9592.09,1,1,3,2460
301,326,61,3.0,1496.0,3,20.0,588.02,449.99,2333.16,3562.33,2998.93,0.56,2860.89,2857.7,746.98,2293.3,1,0,3,480
302,2903,48,0.0,594.0,2,108.0,6885.54,7325.23,7515.04,6775.89,0.27,0.27,285.99,857.41,7027.9,7730.53,0,0,3,610
303,5519,55,0.0,1020.0,2,31.0,4265.8,4270.7,4270.48,4240.4,0.29,0.29,0.29,0.29,4270.03,4270.7,0,1,2,18
304,3535,73,0.0,1096.0,3,152.0,10359.91,10171.43,10221.42,9699.08,0.03,0.03,185.74,42.89,10439.84,10233.64,0,1,1,527
305,1918,61,0.0,745.0,2,13.0,1536.82,6840.93,6236.4,7920.96,243.49,243.49,5300.63,0.63,2814.6,6898.03,1,0,3,275
306,3148,29,0.0,1020.0,2,14.0,4634.83,6040.09,7128.58,7278.22,948.37,826.11,212.95,3096.76,4854.5,7558.51,0,1,3,36
307,858,38,0.0,1549.0,3,31.0,15426.05,15426.05,15426.05,15328.32,0.54,0.54,0.54,0.54,15426.05,15426.05,0,0,2,1797
308,2062,42,0.0,1551.0,2,68.0,12494.86,15722.74,15019.22,10147.18,0.57,0.57,3352.99,52.99,14258.24,15727.14,0,1,3,421
309,3349,52,0.0,1096.0,2,292.0,3821.35,3821.35,3821.35,3798.22,0.13,0.13,0.13,0.13,3821.35,3821.35,0,0,3,227
310,478,30,3.0,468.0,3,151.0,3779.86,12351.28,2876.25,3567.32,0.21,0.21,11428.79,679.43,3287.25,4313.38,0,1,3,745
311,1210,36,0.0,238.0,2,31.0,4135.04,4135.04,4135.04,4108.84,0.23,0.23,0.23,0.23,4135.04,4135.04,0,0,3,1129
312,6197,60,0.0,1020.0,1,5.0,1642.26,3169.34,3246.75,2817.56,1052.13,0.39,2857.53,15000.39,673.35,3652.88,0,1,2,4
313,2193,70,0.0,334.0,2,167.0,17795.8,3244.45,3737.63,3974.73,0.67,0.67,1929.24,53536.44,4333.29,3648.73,0,1,3,153
314,2698,47,3.0,1020.0,1,9.0,8382.26,1887.9,6728.14,7408.27,5540.61,15624.85,531.97,19283.89,7676.61,5076.61,0,1,2,81
315,2011,28,0.0,751.0,2,237.0,4746.17,4743.62,4742.63,4711.06,0.23,0.23,0.23,0.23,4745.82,4742.18,0,1,3,1157
316,1544,50,0.0,1585.0,3,186.0,4390.99,4390.99,4390.99,4369.11,0.09,0.09,0.09,0.09,4390.99,4390.99,0,0,2,2289
317,4309,65,0.0,1570.0,1,27.0,1784.91,3563.02,19841.89,34490.73,371.9,107.11,2150.01,0.47,2776.89,27165.16,1,0,3,107
318,475,29,0.0,334.0,2,54.0,411.42,5431.33,4133.69,5558.93,0.14,2742.15,4907.29,5122.71,2606.04,5904.87,1,1,3,613
319,1444,61,0.0,575.0,2,53.0,1226.72,1367.43,3313.02,4018.8,0.07,7422.57,142.93,8928.64,1240.88,5689.64,1,0,3,1188
320,3209,53,0.0,1096.0,2,42.0,1681.07,1852.5,1600.07,2360.36,0.49,143.34,0.49,128.59,1745.11,533.42,0,0,3,491
321,1655,33,0.0,1270.0,3,31.0,3124.75,3121.62,3117.31,3091.42,0.03,0.03,0.03,0.03,3123.24,3115.74,0,1,3,1864
322,1591,70,0.0,1111.0,3,16.0,4926.41,206.08,1822.95,130.8,5042.84,0.41,322.51,193.31,3137.58,69.88,0,1,1,83
323,1147,54,0.0,203.0,2,11.0,23290.3,35744.44,18836.4,17272.42,20176.57,52186.93,40000.37,64286.09,18059.14,26055.36,0,1,3,408
324,3388,21,0.0,1085.0,1,73.0,689.86,747.65,2446.59,12430.97,0.69,0.69,0.69,7857.83,719.84,1351.73,0,1,4,122
325,1196,48,0.0,146.0,2,3.0,19583.65,1900.58,2598.19,1381.83,18447.63,5818.49,287.1,5133.24,5540.45,1193.1,0,1,3,343
326,306,39,0.0,156.0,3,160.0,1741.68,2529.86,2448.21,2909.38,0.11,0.11,788.3,0.11,2284.92,2529.86,0,1,2,2186
327,1251,67,0.0,146.0,2,28.0,10716.44,9787.87,9075.89,6146.12,714.36,928.64,0.07,0.07,10716.44,8866.21,0,0,1,144
328,1280,47,0.0,1232.0,3,9.0,6299.99,5985.7,6005.4,5588.83,314.59,0.3,0.3,0.3,6115.75,5985.7,0,0,3,752
329,1408,71,4.0,1020.0,1,1.0,95267.56,92645.57,93559.26,88511.84,88336.6,0.33,0.33,0.33,95970.29,92645.57,0,1,3,76
330,3201,52,0.0,680.0,1,80.0,14939.89,15652.21,14669.3,10341.78,0.03,0.03,714.31,0.03,15530.69,15651.71,1,1,3,515
331,1881,60,0.0,104.0,3,68.0,1257.16,4067.44,4165.99,2568.53,0.57,0.57,2796.57,0.57,2029.45,4068.37,1,0,3,1886
332,516,26,0.0,1585.0,3,163.0,2360.45,2266.57,1880.09,2011.7,0.6,0.6,682.16,243.46,2207.28,1647.89,0,1,3,2289
333,2150,39,0.0,318.0,1,4.0,3780.22,3074.88,2929.49,1073.78,389.76,0.59,25.22,517.92,3504.16,2763.63,0,0,3,1102
334,2872,57,0.0,409.0,2,11.0,11624.4,11095.83,11074.97,11328.97,671.47,214.33,142.9,285.76,11325.88,10932.23,0,1,3,1919
335,1921,37,0.0,1020.0,2,3.0,5968.77,9627.31,4343.18,1663.77,3290.3,8008.71,6951.01,1005.61,5555.56,5860.12,1,1,3,698
336,2839,51,0.0,844.0,3,3.0,380.81,9083.87,5638.7,2904.89,1857.84,0.7,12572.13,714.99,2896.03,7576.47,0,1,3,818
337,703,44,2.0,1598.0,2,81.0,1366.21,1921.91,1902.15,891.98,0.36,0.36,0.36,0.36,1634.48,2172.88,0,1,3,444
338,3129,67,2.0,834.0,2,162.0,7834.62,7772.37,7728.47,6105.63,0.53,0.53,0.53,0.53,7797.81,7744.1,0,1,1,7
339,405,41,3.0,977.0,3,26.0,1646.63,2663.23,1828.28,958.86,57.71,0.57,985.37,3650.0,1849.93,2432.88,0,1,2,1950
340,1907,40,0.0,334.0,3,212.0,1886.36,2248.05,2231.52,2429.14,0.14,0.14,314.43,0.14,2069.28,2268.85,1,0,3,1626
341,2402,39,0.0,996.0,2,31.0,4349.95,4349.95,4349.95,4354.22,0.41,0.41,0.41,0.41,4349.95,4349.95,0,0,3,728
342,4994,33,2.0,1020.0,1,0.0,3317.67,11979.12,4977.09,1842.79,14607.06,34285.77,8343.7,1597.57,6956.01,6479.5,0,1,2,150
343,2518,22,0.0,1351.0,3,52.0,3576.66,3582.26,2170.11,133.07,0.53,3539.24,6.13,357.67,3578.71,2710.27,0,0,4,1225
344,1738,41,2.0,745.0,3,20.0,1338.22,1423.93,1494.6,1294.65,1429.19,0.61,1429.19,0.61,1645.61,1434.99,0,1,3,1734
345,2587,65,0.0,334.0,2,21.0,1369.66,1533.18,2806.7,5066.79,1285.74,0.03,1307.07,1700.16,1697.87,2863.32,0,0,3,189
346,896,47,0.0,834.0,3,53.0,4839.68,2393.96,2276.96,957.88,0.66,72.09,0.66,0.66,3581.45,2365.39,0,0,3,1677
347,1054,80,0.0,66.0,3,298.0,2980.05,2980.05,2980.05,2962.16,0.47,0.47,0.47,0.47,2980.05,2980.05,0,0,3,1221
348,485,62,2.0,334.0,2,0.0,6191.44,2433.18,3839.11,3779.61,5748.82,187.04,3495.8,5235.43,5949.64,2967.51,1,1,3,467
349,478,63,0.0,834.0,3,12.0,6028.34,939.24,1704.96,839.08,5117.79,0.11,28.69,0.11,3236.4,939.24,0,0,3,1149
350,353,32,0.0,1020.0,3,18.0,289.21,1604.24,1461.62,1498.16,2285.89,0.17,3571.6,0.17,1176.37,1604.24,1,0,3,1406
351,1959,26,0.0,1096.0,2,31.0,5427.68,5427.68,7299.54,8225.89,0.31,0.31,0.31,0.31,5427.68,8189.55,0,1,4,951
352,403,30,0.0,575.0,2,20.0,22776.74,4275.86,16748.96,4802.78,4285.83,0.11,0.11,14518.49,10653.04,34526.84,0,0,3,3082
353,3017,65,0.0,1020.0,2,24.0,4250.35,770.71,1447.88,766.02,494.63,494.63,575.82,2132.05,1693.28,837.44,0,0,3,1151
354,2459,35,0.0,1232.0,1,103.0,10931.0,10931.0,10965.23,7701.78,0.34,0.34,0.34,171.77,10931.0,10965.63,1,0,3,6
355,2613,52,0.0,1026.0,2,0.0,7491.74,6563.17,6357.01,8824.42,929.0,597.94,0.43,0.43,6927.7,6177.67,0,1,3,984
356,1014,47,0.0,1037.0,2,75.0,2415.04,2429.32,2435.24,1681.81,0.46,0.46,0.46,4.89,2418.49,2435.98,0,0,3,2548
357,2596,34,0.0,1494.0,3,287.0,1466.71,1466.71,1484.22,1486.99,0.29,0.29,0.29,28.86,1466.71,1490.68,0,1,3,1242
358,674,64,0.0,496.0,2,125.0,12140.41,12140.41,12601.24,10153.9,0.19,0.19,0.19,0.19,12140.41,12140.41,0,1,1,1645
359,5821,53,0.0,834.0,3,231.0,2638.96,2637.98,2690.59,3047.57,0.09,0.09,0.09,33.09,2640.63,2666.32,0,0,3,1022
360,5164,51,0.0,1540.0,1,27.0,676.16,1312.69,6825.02,44442.93,1050.39,1050.39,1686.91,0.27,1245.01,1177.19,1,0,3,1056
361,2453,54,0.0,1096.0,3,5.0,1917.69,1057.26,1643.39,1429.73,63.09,5095.69,331.23,5584.76,1535.15,1832.14,0,0,3,296
362,791,24,0.0,538.0,3,5.0,2926.73,6762.43,6213.81,6212.53,285.81,714.39,5550.09,0.1,5706.43,6821.26,0,1,3,681
363,396,24,0.0,1299.0,2,45.0,1476.47,2961.71,1883.51,297.62,0.23,2143.09,2284.44,512.94,2299.67,2092.59,0,1,3,2016
